"
Trampki Converse CHUCK TAYLOR ALL STAR SCALLOP 421 NATURAL IVORY/GOLD/EGRET  (C563421) ","210,00zł",2019-07-08 20:39:30.165808,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-scallop-c563421-natural-ivorygoldegret/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR 285 CELESTIAL TEAL/TEAL TINT/WHITE  (C163285) ","181,00zł",2019-07-08 20:39:30.574821,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-c163285-celestial-tealteal-tintwhite/oferta
"
Trampki Converse ONE STAR OX C163385 BLACK/WHITE/WHITE  ","219,00zł",2019-07-08 20:39:30.990503,https://www.eastend.pl/trampki-converse-one-star-c163385-blackwhitewhite/oferta
"
Trampki Converse C163308 INDIGO/ENAMEL RED/WHITE  ","181,00zł",2019-07-08 20:39:31.953882,https://www.eastend.pl/trampki-converse-c163308-indigoenamel-redwhite/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR SUCKER LOVE C163303 INDIGO/ENAMEL RED/BLUE  ","186,00zł",2019-07-08 20:39:33.031950,https://www.eastend.pl/trampki-converse-c163303-indigoenamel-redblue/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR SUCKER LOVE C163304 NATURAL/WHITE/GARNET  ","186,00zł",2019-07-08 20:39:34.065436,https://www.eastend.pl/trampki-converse-c163304-naturalwhitegarnet/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR C163286 BLACK/RHUBARB/BLACK  ","186,00zł",2019-07-08 20:39:34.989867,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-c163286-blackrhubarbblack/oferta
"
Trampki Converse C163309 BLACK/WHITE/GARNET  ","181,00zł",2019-07-08 20:39:36.001824,https://www.eastend.pl/trampki-converse-c163309-blackwhitegarnet/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR C563467 WOLF GREY/WOLF GREY/SILVER  ","191,00zł",2019-07-08 20:39:36.402971,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-c563467-wolf-greywolf-greysilver/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR OX C163283 EGRET/RHUBARB/WHITE  ","181,00zł",2019-07-08 20:39:37.239686,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-c163283-egretrhubarbwhite/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR C563466 PINK FOAM  ","181,00zł",2019-07-08 20:39:38.157384,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-c563466-pink-foam/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR OX C163284 OXYGEN PURPLE/WASHED LILAC  ","181,00zł",2019-07-08 20:39:39.071478,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-c163284-oxygen-purplewashed-lilac/oferta
"
Trampki Converse C163358 PINK FOAM  ","175,00zł",2019-07-08 20:39:39.475209,https://www.eastend.pl/trampki-converse-c163358-pink-foam/oferta
"
Trampki Converse C163352 MOODY PURPLE  ","171,00zł",2019-07-08 20:39:40.315598,https://www.eastend.pl/trampki-converse-c163352-moody-purple/oferta
"
Trampki Converse C163353 BOLD CITRON  ","171,00zł",2019-07-08 20:39:41.238869,https://www.eastend.pl/trampki-converse-c163353-bold-citron/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR 239 BOLD CITRON  (C163239) ","186,00zł",2019-07-08 20:39:42.148551,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-c163239-bold-citron/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR 242 SEDONA RED  (C163242) ","186,00zł",2019-07-08 20:39:43.066051,https://www.eastend.pl/trampki-converse-chuck-taylor-all-star-c163242-sedona-red/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR 70 C162065 WHITE/RED/BLACK/WHITE  ","229,00zł",2019-07-08 20:39:43.496088,https://www.eastend.pl/trampki-converse-chuck-70-c162065-whiteredblackwhite/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR 70 C162056 WHITE/EGRET/BLACK/WHITE  ","229,00zł",2019-07-08 20:39:43.903775,https://www.eastend.pl/trampki-converse-chuck-70-c162056-whiteegretblackwhite/oferta
"
Trampki Converse CHUCK TAYLOR ALL STAR 70 C162058 BLACK/BLACK/EGRET  ","205,00zł",2019-07-08 20:39:44.289856,https://www.eastend.pl/trampki-converse-chuck-70-c162058-blackblackegret/oferta
"
Trampki Converse 135253 Ct Ox  (C135253) ","210,00zł",2019-07-08 20:39:45.244691,https://www.eastend.pl/trampki-converse-135253-ct-ox-c135253/oferta
"
Trampki Converse ONE STAR SUEDE WHITE  (C161577) ","205,00zł",2019-07-08 20:39:45.713685,https://www.eastend.pl/trampki-converse-c161577-one-star-white/oferta
"
Trampki Converse ONE STAR '74 PREMIUM SUEDE BLUE  (C158371) ","205,00zł",2019-07-08 20:39:46.122257,https://www.eastend.pl/trampki-converse-c158371-one-star-74-blue/oferta
"
Trampki Converse 1T406 Chuck Taylor All Star Leather  ","219,00zł",2019-07-08 20:39:47.181377,https://www.eastend.pl/trampki-converse-1t406-chuck-taylor-all-star-leather/oferta
"
Trampki Converse 132173 Chuck Taylor All Star  (C132173) ","210,00zł",2019-07-08 20:39:47.597709,https://www.eastend.pl/trampki-converse-132173-chuck-taylor-all-star-c132173/oferta
"
Trampki Converse 132169 Chuck Taylor Hi White  (C132169) ","219,00zł",2019-07-08 20:39:48.714326,https://www.eastend.pl/trampki-converse-132169-chuck-taylor-hi-white-c132169/oferta
"
Trampki Converse C161614 ONE STAR CARNIVAL PACK PONDEROSA PINE/NEPTUNE GREEN  ","205,00zł",2019-07-08 20:39:49.122675,https://www.eastend.pl/trampki-converse-c161614-one-star-ponderosa-pineneptune-green/oferta
"
Trampki Converse ONE STAR BURGUNDY  (C158370) ","205,00zł",2019-07-08 20:39:49.555280,https://www.eastend.pl/trampki-converse-c158370-one-star-burgundy/oferta
"
Trampki Converse ONE STAR FUCHSIA GLOW  (C161587) ","215,00zł",2019-07-08 20:39:50.010692,https://www.eastend.pl/trampki-converse-c161587-one-star-fuchsia-glow/oferta
"
Trampki Converse ONE STAR GREY/SILVER  (C161584) ","215,00zł",2019-07-08 20:39:50.447334,https://www.eastend.pl/trampki-converse-c161584-one-star-greysilver/oferta
"
Trampki Converse 159703 ONE STAR GOLD CAMO  (C159703) ","219,00zł",2019-07-08 20:39:50.891866,https://www.eastend.pl/trampki-converse-159703-one-star-c159703/oferta
"
Trampki Converse 3J238  ","159,00zł
199,00zł",2019-07-08 20:39:51.348243,https://www.eastend.pl/trampki-converse-3j238/oferta
"
Trampki Converse 3J234  ","175,00zł
219,00zł",2019-07-08 20:39:52.296755,https://www.eastend.pl/trampki-converse-3j234/oferta
"
Trampki Converse 3J236  ","159,00zł
199,00zł",2019-07-08 20:39:53.227416,https://www.eastend.pl/trampki-converse-3j236/oferta
"
Trampki Converse 3J232  ","175,00zł
219,00zł",2019-07-08 20:39:54.144012,https://www.eastend.pl/trampki-converse-3j232/oferta
"
Trampki Converse 3J237  ","159,00zł
199,00zł",2019-07-08 20:39:55.062778,https://www.eastend.pl/trampki-converse-3j237/oferta
"
Trampki Converse 3J233  ","175,00zł
219,00zł",2019-07-08 20:39:55.885854,https://www.eastend.pl/trampki-converse-3j233/oferta
"
Trampki Converse 3J235  ","159,00zł
199,00zł",2019-07-08 20:39:56.816518,https://www.eastend.pl/trampki-converse-3j235/oferta
"
Trampki Converse 3J231  ","175,00zł
219,00zł",2019-07-08 20:39:57.425521,https://www.eastend.pl/trampki-converse-3j231/oferta
"
Trampki Converse 157602 Chuck Taylor All Star  (C157602) ","168,00zł",2019-07-08 20:39:58.325286,https://www.eastend.pl/trampki-converse-157602-chuck-taylor-all-star-c157602/oferta
"
Trampki Converse 157665 Chuck Taylor All Star  (C157665) ","219,00zł",2019-07-08 20:39:59.152733,https://www.eastend.pl/trampki-converse-157665-chuck-taylor-all-star-c157665/oferta
"
Trampki Converse 157666 Chuck Taylor All Star  (C157666) ","219,00zł",2019-07-08 20:40:00.100336,https://www.eastend.pl/trampki-converse-157666-chuck-taylor-all-star-c157666/oferta
"
Trampki Converse 157633 Chuck Taylor All Star  (C157633) ","229,00zł",2019-07-08 20:40:00.859393,https://www.eastend.pl/trampki-converse-157633-chuck-taylor-all-star-c157633/oferta
"
Trampki Converse 157632 Chuck Taylor All Star  (C157632) ","168,00zł",2019-07-08 20:40:01.814313,https://www.eastend.pl/trampki-converse-157632-chuck-taylor-all-star-c157632/oferta
"
Trampki Converse 156765 Chuck Taylor All Star  (C156765) ","160,00zł",2019-07-08 20:40:02.743979,https://www.eastend.pl/trampki-converse-156765-chuck-taylor-all-star/oferta
"
Trampki Converse 156764 Chuck Taylor All Star  (C156764) ","160,00zł",2019-07-08 20:40:03.650364,https://www.eastend.pl/trampki-converse-156764-chuck-taylor-all-star-c156764/oferta
"
Trampki Converse 156767 Chuck Taylor All Star  (C156767) ","160,00zł",2019-07-08 20:40:04.483612,https://www.eastend.pl/trampki-converse-156767-chuck-taylor-all-star/oferta
"
Trampki Converse 155417 Chuck Taylor All Star II Engineered Woven  (C155417) ","168,00zł",2019-07-08 20:40:05.422917,https://www.eastend.pl/trampki-converse-155417-chuck-taylor-all-star-ii-engineered-woven/oferta
"
Trampki Converse 155724 Chuck Taylor All Star II  (C155724) ","140,00zł",2019-07-08 20:40:06.149155,https://www.eastend.pl/trampki-converse-155724-chuck-taylor-all-star-ii/oferta
"
Trampki Converse 555841 Chuck All Star  (C555841) ","140,00zł",2019-07-08 20:40:07.051850,https://www.eastend.pl/trampki-converse-555841-chuck-all-star-c555841/oferta
"
Trampki Converse 153532 CHUCK TAYLOR ALL STAR II  (C153532) ","160,00zł",2019-07-08 20:40:08.091362,https://www.eastend.pl/trampki-converse-153532-chuck-taylor-all-star-ii-c153532/oferta
"
Trampki Converse 156766 Chuck Taylor All Star  (C156766) ","160,00zł",2019-07-08 20:40:09.142912,https://www.eastend.pl/trampki-converse-156766-chuck-taylor-all-star-c156766/oferta
"
Trampki Vans Old Skool NVY  (VN000D3HNVY1) ","239,00zł
299,00zł",2019-07-08 20:40:09.851725,https://www.eastend.pl/trampki-vans-old-skool-nvy-vn000d3hnvy1/oferta
"
Trampki Vans COMFYCUSH OLD SKOOL VND CLASSIC BLACK/BLACK  (VN0A3WMAVND1) ","271,00zł
339,00zł",2019-07-08 20:40:10.641102,https://www.eastend.pl/trampki-vans-ua-comfycush-old-skool-black-vn0a3wmavnd1-classic-blackblack/oferta
"
Trampki Vans COMFYCUSH SLIP-ON VO4 CHECKERBOARD/TRUE WHITE  (VN0A3WMDVO41) ","198,00zł",2019-07-08 20:40:11.487315,https://www.eastend.pl/trampki-vans-ua-comfycush-slip-on-vn0a3wmdvo41-checkerboardtrue-white/oferta
"
Trampki Vans SK8-HI VLV CHECKERBOARD MULTI/TRUE WHITE  (VN0A38GEVLV1) ","232,00zł",2019-07-08 20:40:12.177101,https://www.eastend.pl/trampki-vans-ua-sk8-hi-vn0a38gevlv1-checkerboard-multitrue-white/oferta
"
Trampki Vans UA SK8-HI Floral  (VN0A38GEVKB1) ","232,00zł",2019-07-08 20:40:13.182423,https://www.eastend.pl/trampki-vans-ua-sk8-hi-vn0a38gevkb1-floral/oferta
"
Trampki Vans CLASSIC SLIP-ON VLY CHECKERBOARD YOLK YELLOW  (VN0A38F7VLY1) ","187,00zł",2019-07-08 20:40:13.934090,https://www.eastend.pl/vans-ua-classic-slip-on-vn0a38f7vly1/oferta
"
Trampki Vans Classic Slip-on W00  (VN000EYEW001) ","207,00zł
259,00zł",2019-07-08 20:40:14.931453,https://www.eastend.pl/trampki-vans-classic-slip-on-w00-vn000eyew001/oferta
"
Trampki Vans Classic Slip-on WHT  (VN000EYEWHT1) ","207,00zł
259,00zł",2019-07-08 20:40:15.973066,https://www.eastend.pl/trampki-vans-classic-slip-on-wht-vn000eyewht1/oferta
"
Trampki Vans Classic Slip-On NVY  (VN000EYENVY1) ","207,00zł
259,00zł",2019-07-08 20:40:16.888647,https://www.eastend.pl/trampki-vans-classic-slip-on-nvy-vn000eyenvy1/oferta
"
Trampki Vans Classic Slip-On BLK  (VN000EYEBLK1) ","207,00zł
259,00zł",2019-07-08 20:40:18.067721,https://www.eastend.pl/trampki-vans-classic-slip-on-blk-vn000eyeblk1/oferta
"
Trampki Vans Classic Slip-on BKA  (VN000EYEBKA1) ","207,00zł
259,00zł",2019-07-08 20:40:18.962097,https://www.eastend.pl/trampki-vans-classic-slip-on-bka-vn000eyebka1/oferta
"
Trampki Vans CLASSIC SLIP-ON VJM BLUR CHECK PACK BLACK/CLASSIC WHITE  (VN0A38F7VJM1) ","187,00zł",2019-07-08 20:40:19.954462,https://www.eastend.pl/trampki-vans-ua-classic-slip-on-blur-check-black-classic-vn0a38f7vjm1-blackclassic-white/oferta
"
Trampki Vans COMFYCUSH SLIP-ON VND CLASSIC BLACK/BLACK  (VN0A3WMDVND1) ","239,00zł
299,00zł",2019-07-08 20:40:20.888071,https://www.eastend.pl/trampki-vans-ua-comfycush-slip-on-black-vn0a3wmdvnd1-classic-blackblack/oferta
"
Trampki Vans COMFYCUSH SLIP-ON VNE BLACK/TRUE WHITE  (VN0A3WMDVNE1) ","239,00zł
299,00zł",2019-07-08 20:40:21.748084,https://www.eastend.pl/trampki-vans-ua-comfycush-slip-on-black-vn0a3wmdvne1-blacktrue-white/oferta
"
Trampki Vans Authentic 5U8  (VN000QER5U81) ","194,00zł",2019-07-08 20:40:23.148652,https://www.eastend.pl/trampki-vans-authentic-5u8-vn000qer5u81/oferta
"
Trampki Vans Authentic W00  (VN000EE3W001) ","194,00zł",2019-07-08 20:40:24.167717,https://www.eastend.pl/trampki-vans-authentic-w00-vn000ee3w001/oferta
"
Trampki Vans Authentic WHT  (VN000EE3WHT1) ","194,00zł",2019-07-08 20:40:25.082384,https://www.eastend.pl/trampki-vans-authentic-wht-vn000ee3wht1/oferta
"
Trampki Vans Authentic RED  (VN000EE3RED1) ","194,00zł",2019-07-08 20:40:26.018733,https://www.eastend.pl/trampki-vans-authentic-red-vn000ee3red1/oferta
"
Trampki Vans Authentic NVY  (VN000EE3NVY1) ","194,00zł",2019-07-08 20:40:26.978625,https://www.eastend.pl/trampki-vans-authentic-nvy-vn000ee3nvy1/oferta
"
Trampki Vans Authentic PBQ  (VN000JRAPBQ1) ","194,00zł",2019-07-08 20:40:27.895548,https://www.eastend.pl/trampki-vans-authentic-pbq-vn000jrapbq1/oferta
"
Trampki Vans Authentic BLK  (VN000EE3BLK1) ","194,00zł",2019-07-08 20:40:29.083471,https://www.eastend.pl/trampki-vans-authentic-blk-vn000ee3blk1/oferta
"
Trampki Vans Authentic BKA  (VN000EE3BKA1) ","194,00zł",2019-07-08 20:40:29.783833,https://www.eastend.pl/trampki-vans-authentic-bka-vn000ee3bka1/oferta
"
Trampki Vans COMFYCUSH AUTHENTIC VND CLASSIC BLACK/BLACK  (VN0A3WM7VND1) ","198,00zł",2019-07-08 20:40:30.205127,https://www.eastend.pl/trampki-vans-ua-comfycush-authentic-black-vn0a3wm7vnd1-classic-blackblack/oferta
"
Trampki Vans COMFYCUSH AUTHENTIC VNE CLASSIC/BLACK/TRUE WHITE  (VN0A3WM7VNE1) ","198,00zł",2019-07-08 20:40:30.623900,https://www.eastend.pl/trampki-vans-ua-comfycush-authentic-vn0a3wm7vne1-classicblacktrue-white/oferta
"
Trampki Vans ERA VP1 DECK CLUB QUETZAL GREEN  (VN0A38FRVP11) ","198,00zł",2019-07-08 20:40:31.631630,https://www.eastend.pl/trampki-vans-ua-era-vn0a38frvp11-deck-club-quetzal-green/oferta
"
Trampki Vans ERA VLY YOLK YELLOW/TRUE WHITE  (VN0A38FRVLY1) ","198,00zł",2019-07-08 20:40:32.453635,https://www.eastend.pl/trampki-vans-ua-era-vn0a38frvly1-yolk-yellowtrue-white/oferta
"
Trampki Vans ERA VLX CHECKERBOARD VIOLET  (VN0A38FRVLX1) ","198,00zł",2019-07-08 20:40:33.309134,https://www.eastend.pl/trampki-vans-ua-era-vn0a38frvlx1-checkerboard-violet/oferta
"
Trampki Vans ERA VOX CHECKERBOARD STRAWBERRY  (VN0A38FRVOX1) ","198,00zł",2019-07-08 20:40:34.297294,https://www.eastend.pl/trampki-vans-ua-era-checkerboard-vn0a38frvox1-checkerboard-strawberry/oferta
"
Trampki Vans COMFYCUSH ERA V9Y TEAR CHECKERBOARD/BLACK/TRUE WHITE  (VN0A3WM9V9Y) ","221,00zł",2019-07-08 20:40:35.164835,https://www.eastend.pl/trampki-vans-ua-comfycush-era-vn0a3wm9v9y-tear-checkerboardblacktrue-white/oferta
"
Trampki Vans COMFYCUSH ERA V9Z TEAR CHECKERBOARD/RACING RED/TRUE WHITE  (VN0A3WM9V9Z) ","221,00zł",2019-07-08 20:40:36.125132,https://www.eastend.pl/trampki-vans-ua-comfycush-era-vn0a3wm9v9z-tear-checkerboardracing-redtrue-white/oferta
"
Trampki Vans COMFYCUSH ERA N8K SUEDE CANVAS BLACK/MARS  (VN0A3WM9N8K1) ","209,00zł",2019-07-08 20:40:36.886803,https://www.eastend.pl/trampki-vans-ua-comfycush-era-suede-canvas-blackmars-vn0a3wm9n8k1-suede-canvas-blackmars/oferta
"
Trampki Vans COMFYCUSH ERA SUEDE/CANVAS DRESS BLUE  (VN0A3WM9VNO1) ","209,00zł",2019-07-08 20:40:37.867170,https://www.eastend.pl/trampki-vans-ua-comfycush-era-suede-dress-blue-vn0a3wm9vno1-suedecanvas-dress-blue/oferta
"
Trampki Vans COMFYCUSH ERA VA0 TEAR CHECKERBOARD/TRUE BLUE/TRUE WHITE  (VN0A3WM9VA01) ","221,00zł",2019-07-08 20:40:38.684770,https://www.eastend.pl/trampki-vans-comfycush-era-vn0a3wm9va01-tear-checkerboardtrue-bluetrue-white/oferta
"
Trampki Vans Era BLK  (VN000EWZBLK1) ","223,00zł
279,00zł",2019-07-08 20:40:39.660239,https://www.eastend.pl/trampki-vans-era-blk-vn000ewzblk1/oferta
"
Trampki Vans Era PBQ  (VN000EW4PBQ1) ","191,00zł
239,00zł",2019-07-08 20:40:40.671997,https://www.eastend.pl/trampki-vans-era-pbq-vn000ew4pbq1/oferta
"
Trampki Vans SK8-HI VMF PATCHWORK MULTI/TRUE WHITE  (VN0A38GEVMF1) ","279,00zł",2019-07-08 20:40:41.629791,https://www.eastend.pl/trampki-vans-ua-sk8-hi-vn0a38gevmf1-patchwork-multitrue-white/oferta
"
Trampki Vans Sk8-Hi W00  (VN000D5IW001) ","271,00zł
339,00zł",2019-07-08 20:40:42.478235,https://www.eastend.pl/trampki-vans-sk8-hi-w00-vn000d5iw001/oferta
"
Trampki Vans Sk8-Hi BKA  (VN000D5IBKA1) ","287,00zł
359,00zł",2019-07-08 20:40:43.299014,https://www.eastend.pl/trampki-vans-sk8-hi-bka-vn000d5ibka1/oferta
"
Trampki Vans Sk8-Hi NVY  (VN000D5INVY1) ","271,00zł
339,00zł",2019-07-08 20:40:44.028640,https://www.eastend.pl/trampki-vans-sk8-hi-nvy-vn000d5invy1/oferta
"
Trampki Vans SK8-HI BJ4 BLACK  (VN000TS9BJ41) ","221,00zł",2019-07-08 20:40:44.944487,https://www.eastend.pl/trampki-vans-ua-sk8-hi-black-vn000ts9bj41-black/oferta
"
Trampki Vans SK8-HI U5Z CHOCOLATE TORTE/TRUE WHITE  (VN0A38GEU5Z1) ","232,00zł",2019-07-08 20:40:46.265323,https://www.eastend.pl/trampki-vans-ua-sk8-hi-chocolate-torte-vn0a38geu5z1-chocolate-tortetrue-white/oferta
"
Trampki Vans SK8-HI U60 CORSAIR/TRUE WHITE  (VN0A38GEU601) ","232,00zł",2019-07-08 20:40:47.201789,https://www.eastend.pl/trampki-vans-ua-sk8-hi-corsairtrue-wh-vn0a38geu601-corsairtrue-white/oferta
"
Trampki Vans SK8-HI U64 DRY ROSE/TRUE WHITE  (VN0A38GEU641) ","232,00zł",2019-07-08 20:40:48.044024,https://www.eastend.pl/trampki-vans-ua-sk8-hi-dry-rosetrue-w-vn0a38geu641-dry-rosetrue-white/oferta
"
Trampki Vans SK8-MID REISSUE GHILLIE MTE UCS SUDAN BROWN/MARSHMALLOW  (VN0A3TKQUCS1) ","256,00zł",2019-07-08 20:40:48.875879,https://www.eastend.pl/trampki-vans-ua-sk8-mid-reissue-g-sudan-bro-vn0a3tkqucs1-sudan-brownmarshmallow/oferta
"
Trampki Vans SK8-HI REISSUE STRAP UB5 SUEDE LEATHER BALLISTIC/CORNSTALK  (VN0A3QY2UB51) ","256,00zł",2019-07-08 20:40:49.982801,https://www.eastend.pl/trampki-vans-ua-sk8-hi-reissue-st-leather-balli-vn0a3qy2ub51-suede-leather-ballisticcornstalk/oferta
"
Trampki Vans SK8-HI MTE UC4 DRY ROSE/MARSHMALLOW  (VN0A33TXUC41) ","279,00zł",2019-07-08 20:40:50.695380,https://www.eastend.pl/trampki-vans-ua-sk8-hi-mte-dry-rose-vn0a33txuc41-dry-rosemarshmallow/oferta
"
Trampki Vans SK8-HI MTE UC3 CORNSTALK/MARSHMALLOW  (VN0A33TXUC31) ","279,00zł",2019-07-08 20:40:51.487833,https://www.eastend.pl/trampki-vans-ua-sk8-hi-mte-cornstalk-vn0a33txuc31-cornstalkmarshmallow/oferta
"
Trampki Vans SK8-HI MTE UCA SUEDE/CHOCOLATE TORTE  (VN0A33TXUCA1) ","279,00zł",2019-07-08 20:40:52.207885,https://www.eastend.pl/trampki-vans-ua-sk8-hi-mte-suedecho-vn0a33txuca1-suedechocolate-torte/oferta
"
Trampki Vans SK8-HI MTE UC9 SUDAN BROWN/MAZARIN  (VN0A33TXUC91) ","279,00zł",2019-07-08 20:40:53.030450,https://www.eastend.pl/trampki-vans-ua-sk8-hi-mte-sudan-bro-vn0a33txuc91-sudan-brownmazarin/oferta
"
Trampki Vans SK8-HI PLATFORM MTE UCE DESERT ROSE/BLACK  (VN0A3TKOUCE1) ","290,00zł",2019-07-08 20:40:54.134984,https://www.eastend.pl/trampki-vans-ua-sk8-hi-platform-m-desert-ro-vn0a3tkouce1-desert-roseblack/oferta
